SourceFile,About,AppleKeywords,Author,Comments,Company,Created,CreateDate,CreationDate,Creator,CreatorTool,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,Directory,DocChangeCount,DocumentID,Encryption,ExifToolVersion,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,Format,HasXFA,Headline,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,InstanceID,Keywords,Language,LastSaved,Linearized,ManifestLinkForm,ManifestPlacedResolutionUnit,ManifestPlacedXResolution,ManifestPlacedYResolution,ManifestReferenceDocumentID,ManifestReferenceInstanceID,MetadataDate,MIMEType,ModDate,ModifyDate,OriginalDocumentID,PageCount,PageLayout,PageMode,PDFVersion,Producer,RenditionClass,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugKerningChecksum,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,SourceModified,State,Subject,TaggedPDF,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Trapped,UserAccess,Version,Warning,XMPToolkit
2018-03-07_Dollar_Tree_Inc_Reports_Record_Fourth_Quarter_and__81.pdf,,,,,,,2024:03:11 11:49:59-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:13-04:00,2024:04:18 13:23:32-04:00,2024:04:18 13:23:32-04:00,2018-03-07_Dollar_Tree_Inc_Reports_Record_Fourth_Quarter_and__81.pdf,rw-r--r--,82 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,12,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Record Fourth Quarter and Fiscal 2017 Results",,,,,
2018-04-05_Dollar_Tree_Announces_Pricing_of_4_000_Million_in__79.pdf,,,,,,,2024:03:11 11:49:57-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:18-04:00,2024:04:18 13:23:18-04:00,2024:04:18 13:23:18-04:00,2018-04-05_Dollar_Tree_Announces_Pricing_of_4_000_Million_in__79.pdf,rw-r--r--,50 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,3,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree Announces Pricing of $4,000 Million in Senior Notes and Refinancing of Certain Existing Debt",,,,,
2018-05-17_Dollar_Tree_Inc_to_Host_First_Quarter_Earnings_78.pdf,,,,,,,2024:03:11 11:49:56-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:24:02-04:00,2024:04:18 13:24:02-04:00,2024:04:18 13:24:02-04:00,2018-05-17_Dollar_Tree_Inc_to_Host_First_Quarter_Earnings_78.pdf,rw-r--r--,37 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. to Host First Quarter Earnings Conference Call",,,,,
2018-05-31_Dollar_Tree_Inc_Reports_Results_for_the_First_77.pdf,,,,,,,2024:03:11 11:49:55-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:17-04:00,2024:04:18 13:23:20-04:00,2024:04:18 13:23:20-04:00,2018-05-31_Dollar_Tree_Inc_Reports_Results_for_the_First_77.pdf,rw-r--r--,75 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,10,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the First Quarter Fiscal 2018",,,,,
2018-07-12_Dollar_Tree_Celebrates_the_Grand_Opening_of_Its_75.pdf,,,,,,,2024:03:11 11:49:54-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:41-04:00,2024:04:18 13:23:41-04:00,2024:04:18 13:23:41-04:00,2018-07-12_Dollar_Tree_Celebrates_the_Grand_Opening_of_Its_75.pdf,rw-r--r--,40 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree Celebrates the Grand Opening of Its 23rd Distribution Center, Located in Warrensburg, Missouri",,,,,
2018-07-12_Dollar_Tree_Celebrates_the_Opening_of_Its_15_74.pdf,,,,,,,2024:03:11 11:49:53-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:42-04:00,2024:04:18 13:23:50-04:00,2024:04:18 13:23:50-04:00,2018-07-12_Dollar_Tree_Celebrates_the_Opening_of_Its_15_74.pdf,rw-r--r--,40 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree Celebrates the Opening of Its 15,000th Store with Grand Openings across the U.S.A.",,,,,
2018-08-02_Dollar_Tree_Announces_Retirement_of_Mary_Anne_73.pdf,,,,,,,2024:03:11 11:49:53-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:42-04:00,2024:04:18 13:23:46-04:00,2024:04:18 13:23:46-04:00,2018-08-02_Dollar_Tree_Announces_Retirement_of_Mary_Anne_73.pdf,rw-r--r--,40 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree Announces Retirement of Mary Anne Citrino from Board of Directors, Effective December 31, 2018",,,,,
2018-08-30_Dollar_Tree_Inc_Reports_Results_for_the_Second_71.pdf,,,,,,,2024:03:11 11:49:51-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:14-04:00,2024:04:18 13:23:14-04:00,2024:04:18 13:23:14-04:00,2018-08-30_Dollar_Tree_Inc_Reports_Results_for_the_Second_71.pdf,rw-r--r--,77 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,11,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the Second Quarter Fiscal 2018",,,,,
2018-09-18_Dollar_Tree_to_Consolidate_Its_Dollar_Tree_and_70.pdf,,,,,,,2024:03:11 11:49:51-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:30-04:00,2024:04:18 13:23:30-04:00,2024:04:18 13:23:30-04:00,2018-09-18_Dollar_Tree_to_Consolidate_Its_Dollar_Tree_and_70.pdf,rw-r--r--,43 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree to Consolidate Its Dollar Tree and Family Dollar Store Support Centers in Chesapeake, Virginia",,,,,
2018-10-11_Dollar_Tree_Family_Dollar_to_Hire_25_000_69.pdf,,,,,,,2024:03:11 11:49:50-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:39-04:00,2024:04:18 13:23:39-04:00,2024:04:18 13:23:39-04:00,2018-10-11_Dollar_Tree_Family_Dollar_to_Hire_25_000_69.pdf,rw-r--r--,40 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree & Family Dollar to Hire 25,000 Associates in Nationwide Hiring Event on October 17",,,,,
2018-11-15_Dollar_Tree_Inc_to_Host_Third_Quarter_Earnings_68.pdf,,,,,,,2024:03:11 11:49:49-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:24:02-04:00,2024:04:18 13:24:02-04:00,2024:04:18 13:24:02-04:00,2018-11-15_Dollar_Tree_Inc_to_Host_Third_Quarter_Earnings_68.pdf,rw-r--r--,37 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. to Host Third Quarter Earnings Conference Call",,,,,
2018-12-11_Dollar_Tree_Appoints_Thomas_W_Dickson_to_Its_66.pdf,,,,,,,2024:03:11 11:49:48-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:41-04:00,2024:04:18 13:23:41-04:00,2024:04:18 13:23:41-04:00,2018-12-11_Dollar_Tree_Appoints_Thomas_W_Dickson_to_Its_66.pdf,rw-r--r--,40 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Appoints Thomas W. Dickson to Its Board of Directors,,,,,
2019-01-07_Dollar_Tree_Comments_on_Statement_Issued_by_65.pdf,,,,,,,2024:03:11 11:49:47-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:26-04:00,2024:04:18 13:23:26-04:00,2024:04:18 13:23:26-04:00,2019-01-07_Dollar_Tree_Comments_on_Statement_Issued_by_65.pdf,rw-r--r--,53 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,3,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Comments on Statement Issued by Starboard Value,,,,,
2019-02-06_Dollar_Tree_Announces_Plans_for_New_Distribution_64.pdf,,,,,,,2024:03:11 11:49:46-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:31-04:00,2024:04:18 13:23:31-04:00,2024:04:18 13:23:31-04:00,2019-02-06_Dollar_Tree_Announces_Plans_for_New_Distribution_64.pdf,rw-r--r--,44 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree Announces Plans for New Distribution Center in Rosenberg, Texas",,,,,
2019-03-06_Dollar_Tree_Appoints_Carrie_A_Wheeler_to_Its_61.pdf,,,,,,,2024:03:11 11:49:44-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:24-04:00,2024:04:18 13:23:29-04:00,2024:04:18 13:23:29-04:00,2019-03-06_Dollar_Tree_Appoints_Carrie_A_Wheeler_to_Its_61.pdf,rw-r--r--,53 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,3,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Appoints Carrie A. Wheeler to Its Board of Directors,,,,,
2019-03-06_Dollar_Tree_Inc_Reports_Results_for_the_Fourth_62.pdf,,,,,,,2024:03:11 11:49:45-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:17-04:00,2024:04:18 13:23:17-04:00,2024:04:18 13:23:17-04:00,2019-03-06_Dollar_Tree_Inc_Reports_Results_for_the_Fourth_62.pdf,rw-r--r--,114 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,18,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the Fourth Quarter and Fiscal Year 2018",,,,,
2019-05-01_Dollar_Tree_Family_Dollar_Hosting_Nationwide_59.pdf,,,,,,,2024:03:11 11:49:42-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:55-04:00,2024:04:18 13:23:55-04:00,2024:04:18 13:23:55-04:00,2019-05-01_Dollar_Tree_Family_Dollar_Hosting_Nationwide_59.pdf,rw-r--r--,40 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree & Family Dollar Hosting Nationwide Field Management Hiring Event at Select Stores on May 15,,,,,
2019-05-30_Dollar_Tree_Inc_Reports_Results_for_the_First_57.pdf,,,,,,,2024:03:11 11:49:41-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:14-04:00,2024:04:18 13:23:14-04:00,2024:04:18 13:23:14-04:00,2019-05-30_Dollar_Tree_Inc_Reports_Results_for_the_First_57.pdf,rw-r--r--,96 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,12,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the First Quarter Fiscal 2019",,,,,
2019-08-29_Dollar_Tree_Inc_Reports_Results_for_the_Second_55.pdf,,,,,,,2024:03:11 11:49:40-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:13-04:00,2024:04:18 13:23:13-04:00,2024:04:18 13:23:13-04:00,2019-08-29_Dollar_Tree_Inc_Reports_Results_for_the_Second_55.pdf,rw-r--r--,81 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,11,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the Second Quarter Fiscal 2019",,,,,
2019-11-12_Dollar_Tree_Inc_to_Host_Third_Quarter_Earnings_52.pdf,,,,,,,2024:03:11 11:49:37-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:24:02-04:00,2024:04:18 13:24:02-04:00,2024:04:18 13:24:02-04:00,2019-11-12_Dollar_Tree_Inc_to_Host_Third_Quarter_Earnings_52.pdf,rw-r--r--,37 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. to Host Third Quarter Earnings Conference Call",,,,,
2019-11-26_Dollar_Tree_Inc_Reports_Results_for_the_Third_50.pdf,,,,,,,2024:03:11 11:49:36-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:32-04:00,2024:04:18 13:23:32-04:00,2024:04:18 13:23:32-04:00,2019-11-26_Dollar_Tree_Inc_Reports_Results_for_the_Third_50.pdf,rw-r--r--,84 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,11,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the Third Quarter Fiscal 2019",,,,,
2019-12-11_Dollar_Tree_Inc_Announces_Enterprise_Level_49.pdf,,,,,,,2024:03:11 11:49:35-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:30-04:00,2024:04:18 13:23:30-04:00,2024:04:18 13:23:30-04:00,2019-12-11_Dollar_Tree_Inc_Announces_Enterprise_Level_49.pdf,rw-r--r--,47 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,3,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Announces Enterprise-Level Organizational Leadership Changes",,,,,
2019-12-27_Dollar_Tree_Comments_on_TRC_Capital_Mini_Tender_48.pdf,,,,,,,2024:03:11 11:49:34-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:29-04:00,2024:04:18 13:23:29-04:00,2024:04:18 13:23:29-04:00,2019-12-27_Dollar_Tree_Comments_on_TRC_Capital_Mini_Tender_48.pdf,rw-r--r--,43 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Comments on TRC Capital “Mini-Tender” Offer,,,,,
2020-01-13_Dollar_Tree_Family_Dollar_Hosting_Nationwide_47.pdf,,,,,,,2024:03:11 11:49:34-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:40-04:00,2024:04:18 13:23:40-04:00,2024:04:18 13:23:40-04:00,2020-01-13_Dollar_Tree_Family_Dollar_Hosting_Nationwide_47.pdf,rw-r--r--,40 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree & Family Dollar Hosting Nationwide Management Hiring Event at Select Stores on January 22,,,,,
2020-02-19_Dollar_Tree_Inc_to_Host_Fourth_Quarter_Earnings_46.pdf,,,,,,,2024:03:11 11:49:33-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:24:04-04:00,2024:04:18 13:24:04-04:00,2024:04:18 13:24:04-04:00,2020-02-19_Dollar_Tree_Inc_to_Host_Fourth_Quarter_Earnings_46.pdf,rw-r--r--,37 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. to Host Fourth Quarter Earnings Conference Call",,,,,
2020-03-04_Dollar_Tree_Inc_Reports_Results_for_the_Fourth_45.pdf,,,,,,,2024:03:11 11:49:32-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:22-04:00,2024:04:18 13:23:22-04:00,2024:04:18 13:23:22-04:00,2020-03-04_Dollar_Tree_Inc_Reports_Results_for_the_Fourth_45.pdf,rw-r--r--,99 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,13,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the Fourth Quarter and Fiscal Year 2019",,,,,
2020-03-18_Dollar_Tree_Family_Dollar_Modifying_Store_Hours_44.pdf,,,,,,,2024:03:11 11:49:31-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:31-04:00,2024:04:18 13:23:31-04:00,2024:04:18 13:23:31-04:00,2020-03-18_Dollar_Tree_Family_Dollar_Modifying_Store_Hours_44.pdf,rw-r--r--,42 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree & Family Dollar Modifying Store Hours to Best Provide Customers With Essential Products,,,,,
2020-03-20_Dollar_Tree_Family_Dollar_to_Hire_25_000_43.pdf,,,,,,,2024:03:11 11:49:30-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:30-04:00,2024:04:18 13:23:30-04:00,2024:04:18 13:23:30-04:00,2020-03-20_Dollar_Tree_Family_Dollar_to_Hire_25_000_43.pdf,rw-r--r--,42 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree & Family Dollar to Hire 25,000 Associates",,,,,
2020-03-25_Store_and_Distribution_Hourly_Associates_Rewarded__42.pdf,,,,,,,2024:03:11 11:49:30-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:18-04:00,2024:04:18 13:23:18-04:00,2024:04:18 13:23:18-04:00,2020-03-25_Store_and_Distribution_Hourly_Associates_Rewarded__42.pdf,rw-r--r--,44 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Store and Distribution Hourly Associates Rewarded for Commitment Through Recent Increases in Product Demand,,,,,
2020-03-31_Dollar_Tree_Inc_Provides_Business_Update_Related_41.pdf,,,,,,,2024:03:11 11:49:29-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:30-04:00,2024:04:18 13:23:30-04:00,2024:04:18 13:23:30-04:00,2020-03-31_Dollar_Tree_Inc_Provides_Business_Update_Related_41.pdf,rw-r--r--,48 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,3,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Provides Business Update Related to COVID-19",,,,,
2020-05-28_Dollar_Tree_Inc_Reports_Results_for_the_First_39.pdf,,,,,,,2024:03:11 11:49:27-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:32-04:00,2024:04:18 13:23:33-04:00,2024:04:18 13:23:33-04:00,2020-05-28_Dollar_Tree_Inc_Reports_Results_for_the_First_39.pdf,rw-r--r--,75 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,10,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the First Quarter Fiscal 2020",,,,,
2020-07-20_Dollar_Tree_Announces_Planned_Leadership_37.pdf,,,,,,,2024:03:11 11:49:26-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:32-04:00,2024:04:18 13:23:32-04:00,2024:04:18 13:23:32-04:00,2020-07-20_Dollar_Tree_Announces_Planned_Leadership_37.pdf,rw-r--r--,44 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Announces Planned Leadership Succession,,,,,
2020-07-22_Dollar_Tree_Family_Dollar_to_Host_a_Virtual_36.pdf,,,,,,,2024:03:11 11:49:25-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:26-04:00,2024:04:18 13:23:26-04:00,2024:04:18 13:23:26-04:00,2020-07-22_Dollar_Tree_Family_Dollar_to_Host_a_Virtual_36.pdf,rw-r--r--,43 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree & Family Dollar to Host a Virtual Career Fair for Distribution Center Positions,,,,,
2020-08-27_Dollar_Tree_Inc_Reports_Results_for_the_Second_34.pdf,,,,,,,2024:03:11 11:49:24-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:19-04:00,2024:04:18 13:23:19-04:00,2024:04:18 13:23:19-04:00,2020-08-27_Dollar_Tree_Inc_Reports_Results_for_the_Second_34.pdf,rw-r--r--,74 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,9,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the Second Quarter Fiscal 2020",,,,,
2020-09-03_Dollar_Tree_Announces_the_Opening_of_Its_25th_and__33.pdf,,,,,,,2024:03:11 11:49:23-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:35-04:00,2024:04:18 13:23:35-04:00,2024:04:18 13:23:35-04:00,2020-09-03_Dollar_Tree_Announces_the_Opening_of_Its_25th_and__33.pdf,rw-r--r--,42 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Announces the Opening of Its 25th and 26th U.S. Distribution Centers,,,,,
2020-10-05_Dollar_Tree_Family_Dollar_to_Hire_More_Than_25_32.pdf,,,,,,,2024:03:11 11:49:22-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:27-04:00,2024:04:18 13:23:27-04:00,2024:04:18 13:23:27-04:00,2020-10-05_Dollar_Tree_Family_Dollar_to_Hire_More_Than_25_32.pdf,rw-r--r--,44 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree & Family Dollar to Hire More Than 25,000 Associates During Nationwide Hiring Week, October 19-23",,,,,
2020-11-12_Operation_Homefront_and_Dollar_Tree_to_Wrap_Up_30.pdf,,,,,,,2024:03:11 11:49:21-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:35-04:00,2024:04:18 13:23:35-04:00,2024:04:18 13:23:35-04:00,2020-11-12_Operation_Homefront_and_Dollar_Tree_to_Wrap_Up_30.pdf,rw-r--r--,60 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Operation Homefront and Dollar Tree to Wrap Up 2020 by Bringing Holiday Joy to Military Children,,,,,
2020-11-24_Dollar_Tree_Inc_Reports_Results_for_the_Third_29.pdf,,,,,,,2024:03:11 11:49:20-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:16-04:00,2024:04:18 13:23:16-04:00,2024:04:18 13:23:16-04:00,2020-11-24_Dollar_Tree_Inc_Reports_Results_for_the_Third_29.pdf,rw-r--r--,86 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,11,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the Third Quarter Fiscal 2020",,,,,
2021-02-01_Expanded_Crafter_s_Square_Offering_Now_Available_27.pdf,,,,,,,2024:03:11 11:49:18-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:44-04:00,2024:04:18 13:23:44-04:00,2024:04:18 13:23:44-04:00,2021-02-01_Expanded_Crafter_s_Square_Offering_Now_Available_27.pdf,rw-r--r--,41 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Expanded Crafter’s Square® Offering Now Available in All U.S. Dollar Tree Stores,,,,,
2021-03-03_Dollar_Tree_Inc_Reports_Results_for_the_Fourth_24.pdf,,,,,,,2024:03:11 11:49:16-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:15-04:00,2024:04:18 13:23:29-04:00,2024:04:18 13:23:29-04:00,2021-03-03_Dollar_Tree_Inc_Reports_Results_for_the_Fourth_24.pdf,rw-r--r--,97 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,13,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the Fourth Quarter and Fiscal Year 2020",,,,,
2021-04-08_Dollar_Tree_and_Family_Dollar_Hiring_at_U_S_23.pdf,,,,,,,2024:03:11 11:49:15-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:40-04:00,2024:04:18 13:23:40-04:00,2024:04:18 13:23:40-04:00,2021-04-08_Dollar_Tree_and_Family_Dollar_Hiring_at_U_S_23.pdf,rw-r--r--,42 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree and Family Dollar Hiring at U.S. Stores and Distribution Centers,,,,,
